,SHORT_URL,DESTINATION_URL
,https://xfin.tv/2ES2CLc,https://www.xfinity.com/stream/entity/9206961284453803112
,https://xfin.tv/2EsD3jT,https://www.xfinity.com/stream/entity/6076150217178700112
,https://xfin.tv/2ESEDeX,https://www.xfinity.com/stream/entity/5740548369490519112
,https://xfin.tv/2ESFBYF,https://www.xfinity.com/stream/entity/5815002923025008112
,https://xfin.tv/2ESfpND,https://www.xfinity.com/stream/entity/5537811411464727112
,https://xfin.tv/2EsHlrc,https://www.xfinity.com/stream/entity/5309220606258108112
,https://xfin.tv/2ESp9HW,https://www.xfinity.com/stream/entity/9118248426046584112
,https://xfin.tv/2ESWUca,https://www.xfinity.com/stream/entity/8231133151877832112
,https://xfin.tv/2ETORM8,https://www.xfinity.com/stream/entity/6140798623357884112
,https://xfin.tv/2ETr8vG,https://www.xfinity.com/stream/entity/5986754882221025112
,https://xfin.tv/2EtRMep,https://www.xfinity.com/stream/entity/6153519496966560112
,https://xfin.tv/2ETSgdK,https://www.xfinity.com/stream/entity/4867653570347763112
,https://xfin.tv/2EtWZTu,https://www.xfinity.com/stream/entity/7872327642207772112
,https://xfin.tv/2ETxxa4,https://www.xfinity.com/stream/entity/7501367197832010112
,https://xfin.tv/2ETYD0P,https://www.xfinity.com/stream/entity/8994270913124423112
,https://xfin.tv/2EU4Dqh,https://www.xfinity.com/stream/entity/8321341802576907112
,https://xfin.tv/2Eu7BBO,https://www.xfinity.com/stream/entity/6819238295777779112
,https://xfin.tv/2EU7teM,https://www.xfinity.com/stream/entity/4969068093326392112
,https://xfin.tv/2Eu9gaq,https://www.xfinity.com/stream/entity/5571212107040280112
,https://xfin.tv/2EuKW8f,https://www.xfinity.com/stream/entity/6760468084136008112
,https://xfin.tv/2EuSAj2,https://www.xfinity.com/stream/entity/7487946579917550112
,https://xfin.tv/2EUW26y,https://www.xfinity.com/stream/entity/5310428096964103112
,https://xfin.tv/2Ev2m4M,https://www.xfinity.com/stream/entity/7620657413103559112
,https://xfin.tv/2EV5tmP,https://www.xfinity.com/stream/entity/7656887525290492112
,https://xfin.tv/2Ev7GFf,https://www.xfinity.com/stream/entity/8079879681481614112
